188,Don Omar,Te Quiero Pa´Mi,"453,315",2017-06-29
189,Jonas Blue,Perfect Strangers,"452,230",2017-06-29
190,Rae Sremmurd,Black Beatles,"449,913",2017-06-29
191,Little Mix,Touch,"447,138",2017-06-29
192,Future,Selfish (feat. Rihanna),"444,583",2017-06-29
193,Oasis,Wonderwall - Remastered,"444,036",2017-06-29
194,Lorde,Perfect Places,"438,429",2017-06-29
195,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","434,677",2017-06-29
196,Wisin,Vacaciones,"432,289",2017-06-29
197,The Vamps,All Night,"432,275",2017-06-29
198,Post Malone,Go Flex,"431,312",2017-06-29
199,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","431,127",2017-06-29
200,Little Mix,Power (feat. Stormzy),"430,714",2017-06-29
1,Luis Fonsi,Despacito - Remix,"6,393,345",2017-06-30
2,DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),"4,689,878",2017-06-30
3,DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","4,470,728",2017-06-30
4,David Guetta,2U (feat. Justin Bieber),"4,022,590",2017-06-30
5,Ed Sheeran,Shape of You,"3,712,311",2017-06-30
6,French Montana,Unforgettable,"3,485,374",2017-06-30
7,Charlie Puth,Attention,"3,118,564",2017-06-30
8,Imagine Dragons,Thunder,"3,104,329",2017-06-30
9,Calvin Harris,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","2,938,676",2017-06-30
10,Liam Payne,Strip That Down,"2,888,437",2017-06-30
11,Shawn Mendes,There's Nothing Holdin' Me Back,"2,801,372",2017-06-30
12,Jonas Blue,Mama,"2,728,632",2017-06-30
13,Kendrick Lamar,HUMBLE.,"2,718,045",2017-06-30
14,Lil Uzi Vert,XO TOUR Llif3,"2,659,052",2017-06-30
15,Drake,Signs,"2,623,487",2017-06-30
16,Luis Fonsi,Despacito (Featuring Daddy Yankee),"2,621,991",2017-06-30
17,The Chainsmokers,Something Just Like This,"2,503,562",2017-06-30
18,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"2,478,969",2017-06-30
19,Imagine Dragons,Believer,"2,419,894",2017-06-30
20,Calvin Harris,Slide (feat. Frank Ocean & Migos),"2,361,984",2017-06-30
21,Martin Garrix,There for You,"2,352,140",2017-06-30
22,Zedd,Stay (with Alessia Cara),"2,224,209",2017-06-30
23,Post Malone,Congratulations,"2,133,364",2017-06-30
24,Maluma,Felices los 4,"2,102,709",2017-06-30
25,Bruno Mars,That's What I Like,"2,076,040",2017-06-30
26,Axwell /\ Ingrosso,More Than You Know,"2,048,861",2017-06-30
27,Maggie Lindemann,Pretty Girl - Cheat Codes X CADE Remix,"2,042,432",2017-06-30
28,Clean Bandit,Symphony (feat. Zara Larsson),"2,024,515",2017-06-30
29,Future,Mask Off,"2,000,217",2017-06-30
30,Selena Gomez,Bad Liar,"1,967,889",2017-06-30
31,Danny Ocean,Me Rehúso,"1,919,597",2017-06-30
32,Kygo,It Ain't Me (with Selena Gomez),"1,876,476",2017-06-30
33,Miley Cyrus,Malibu,"1,841,889",2017-06-30
34,Major Lazer,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","1,799,866",2017-06-30
35,Rita Ora,Your Song,"1,753,217",2017-06-30
36,Niall Horan,Slow Hands,"1,742,871",2017-06-30
37,Camila Cabello,Crying in the Club,"1,731,325",2017-06-30
38,Childish Gambino,Redbone,"1,718,281",2017-06-30
39,Calvin Harris,Rollin (feat. Future & Khalid),"1,711,491",2017-06-30
40,Enrique Iglesias,SUBEME LA RADIO,"1,693,997",2017-06-30
41,Cheat Codes,No Promises (feat. Demi Lovato),"1,635,568",2017-06-30
42,Kygo,First Time,"1,629,432",2017-06-30
43,Ed Sheeran,Galway Girl,"1,598,725",2017-06-30
44,Drake,Passionfruit,"1,492,998",2017-06-30
45,Khalid,Location,"1,488,897",2017-06-30
46,Wisin,Escápate Conmigo,"1,487,211",2017-06-30
47,Halsey,Now Or Never,"1,477,648",2017-06-30
48,Kendrick Lamar,DNA.,"1,437,086",2017-06-30
49,Logic,1-800-273-8255,"1,405,612",2017-06-30
50,Katy Perry,Swish Swish,"1,325,243",2017-06-30
51,Harry Styles,Sign of the Times,"1,297,324",2017-06-30
52,J Balvin,Mi Gente,"1,215,147",2017-06-30
53,Chris Jeday,Ahora Dice,"1,212,075",2017-06-30
54,CNCO,Hey DJ,"1,163,720",2017-06-30
55,Julia Michaels,Issues,"1,147,127",2017-06-30
56,Robin Schulz,OK,"1,132,787",2017-06-30
57,Calvin Harris,"Cash Out (feat. ScHoolboy Q, PARTYNEXTDOOR & D.R.A.M.)","1,117,665",2017-06-30
58,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"1,111,618",2017-06-30
59,Hailee Steinfeld,Most Girls,"1,074,609",2017-06-30
60,Travis Scott,BUTTERFLY EFFECT,"1,069,202",2017-06-30
61,Travis Scott,goosebumps,"1,057,659",2017-06-30
62,The Chainsmokers,Closer,"1,045,926",2017-06-30
63,Calvin Harris,Prayers Up (feat. Travis Scott & A-Trak),"1,024,118",2017-06-30
64,Fifth Harmony,Down,"1,005,329",2017-06-30
65,KYLE,iSpy (feat. Lil Yachty),"1,003,923",2017-06-30
66,Imagine Dragons,Whatever It Takes,"999,671",2017-06-30
67,Playboi Carti,Magnolia,"996,218",2017-06-30
68,Sam Hunt,Body Like A Back Road,"993,807",2017-06-30
69,Martin Garrix,Scared to Be Lonely,"993,378",2017-06-30
70,James Arthur,Say You Won't Let Go,"986,893",2017-06-30
71,Nicky Jam,El Amante,"986,465",2017-06-30
72,Lauv,I Like Me Better,"985,582",2017-06-30
73,J Balvin,Bonita,"966,708",2017-06-30
74,Shakira,Me Enamoré,"942,126",2017-06-30
75,Pitbull,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,"939,236",2017-06-30
76,Burak Yeter,Tuesday,"939,157",2017-06-30
77,The Weeknd,I Feel It Coming,"936,650",2017-06-30
78,Migos,Slippery (feat. Gucci Mane),"933,995",2017-06-30
79,Manuel Turizo,Una Lady Como Tú,"931,810",2017-06-30
80,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","923,631",2017-06-30
81,Drake,One Dance,"892,232",2017-06-30
82,Kendrick Lamar,LOVE. FEAT. ZACARI.,"887,867",2017-06-30
83,The Weeknd,Starboy,"883,627",2017-06-30
84,Ozuna,Tu Foto,"883,149",2017-06-30
85,J Balvin,Sigo Extrañándote,"878,695",2017-06-30
86,Metro Boomin,No Complaints,"875,575",2017-06-30
87,Ed Sheeran,Castle on the Hill,"873,119",2017-06-30
88,Calvin Harris,"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)","869,058",2017-06-30
89,The Chainsmokers,Paris,"867,343",2017-06-30
90,Calvin Harris,Skrt On Me (feat. Nicki Minaj),"864,782",2017-06-30
91,Martin Jensen,Solo Dance,"862,002",2017-06-30
92,Calvin Harris,Faking It (feat. Kehlani & Lil Yachty),"859,330",2017-06-30
93,Shakira,Chantaje (feat. Maluma),"846,032",2017-06-30
94,Daddy Yankee,La Rompe Corazones,"845,572",2017-06-30
95,Starley,Call On Me - Ryan Riback Extended Remix,"833,677",2017-06-30
96,OneRepublic,No Vacancy,"816,695",2017-06-30
97,Jax Jones,You Don't Know Me,"816,221",2017-06-30
98,DJ Khaled,Don't Quit (feat. Travis Scott & Jeremih),"802,733",2017-06-30
99,Zion & Lennox,Otra vez (feat. J Balvin),"790,535",2017-06-30
100,2 Chainz,4 AM,"780,474",2017-06-30
101,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),"778,170",2017-06-30
102,Sigala,Came Here for Love,"766,899",2017-06-30
103,DJ Snake,Let Me Love You,"765,431",2017-06-30
104,Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,"754,486",2017-06-30
105,Lady Gaga,The Cure,"738,270",2017-06-30
106,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","732,050",2017-06-30
107,Ed Sheeran,Perfect,"729,583",2017-06-30
108,Bruno Mars,24K Magic,"723,248",2017-06-30
109,The Chainsmokers,Don't Let Me Down,"709,406",2017-06-30
110,Drake,Portland,"708,753",2017-06-30
111,Migos,Bad and Boujee (feat. Lil Uzi Vert),"690,385",2017-06-30
112,Calvin Harris,"Holiday (feat. Snoop Dogg, John Legend & Takeoff)","685,434",2017-06-30
113,CNCO,Reggaetón Lento (Bailemos),"682,159",2017-06-30
114,Nacho,Báilame,"682,010",2017-06-30
115,Lorde,Homemade Dynamite,"673,276",2017-06-30
116,Galantis,Hunter,"669,968",2017-06-30
117,Piso 21,Me Llamas (feat. Maluma) - Remix,"662,750",2017-06-30
118,Hailee Steinfeld,Starving,"658,284",2017-06-30
119,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","657,451",2017-06-30
120,Drake,Fake Love,"652,652",2017-06-30
121,Ed Sheeran,Photograph,"650,655",2017-06-30
122,Kodak Black,Tunnel Vision,"650,150",2017-06-30
123,Katy Perry,Bon appétit,"647,214",2017-06-30
124,Lorde,Green Light,"645,363",2017-06-30
125,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"645,170",2017-06-30
126,"Tyler, The Creator",911 / Mr. Lonely,"641,536",2017-06-30
127,Ariana Grande,Side To Side,"638,057",2017-06-30
128,Big Sean,Bounce Back,"637,979",2017-06-30
129,Katy Perry,Chained To The Rhythm,"637,110",2017-06-30
130,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"636,949",2017-06-30
131,Shawn Mendes,Treat You Better,"633,560",2017-06-30
132,2 Chainz,It's A Vibe,"632,748",2017-06-30
133,G-Eazy,Good Life (with G-Eazy & Kehlani),"632,298",2017-06-30
134,Maroon 5,Cold,"630,473",2017-06-30
135,Shawn Hook,Reminding Me,"628,929",2017-06-30
136,Alan Walker,Tired,"623,496",2017-06-30
137,Martin Garrix,In the Name of Love,"605,680",2017-06-30
138,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"602,598",2017-06-30
139,Anitta,Paradinha,"601,198",2017-06-30
140,MØ,Nights With You,"600,884",2017-06-30
141,XXXTENTACION,Look At Me!,"599,176",2017-06-30
142,Bruno Mars,Versace On The Floor (Bruno Mars vs. David Guetta),"597,478",2017-06-30
